64       0.00816123    0.00008227
80       0.00653406    0.00007888
96       0.00564871    0.00008815
112     0.00480110    0.00007549
128     0.00435969    0.00007801
144     0.00384774    0.00007678
160     0.00352488    0.00007223
176     0.00329863    0.00007925
192     0.00281443    0.00006352
208     0.00279608    0.00007473
224     0.00246402    0.00008705
