64      0.03448759    0.00009098
80      0.03294413    0.00009118
96      0.03198017    0.00008327
112     0.03137336    0.00009351
128     0.03059485    0.00008370
144     0.02999585    0.00008365
160     0.02983305    0.00009224
176     0.02934184    0.00009497
192     0.02899949    0.00008490
108     0.02864833    0.00009378
224     0.02852988    0.00009722
