64       0.01581691    0.00009100
80       0.01499980    0.00007893
96       0.01447884    0.00008340
112     0.01414409    0.00008410
128     0.01380119    0.00008337
144     0.01355793    0.00007544
160     0.01350788    0.00007983
176     0.01319803    0.00008346
192     0.01317433    0.00007457
208     0.01306418    0.00009001
224     0.01275648    0.00008241
