64	 0.8394889055022965	 0.004664455637258429 
80	 0.84491516479001	                   0.004698547441779737 
96	 0.8503661183702843	 0.0043565400050510905 
112	 0.8550980142633193	 0.004500663511745058 
128	 0.8583987474679371	 0.004703871640160122 
144	 0.8608765261697954	 0.004116955256071158 
160	 0.8638364948562544	 0.004145264911140828 
176	 0.8656473119140436	 0.00437144380413272 
192	 0.8673239846993251	 0.004927127474496823 
208	 0.8685945697567395	 0.004609434767496209 
224	 0.8695232884627545	 0.004274625313798196 
