64	 0.4798330286052916	 0.007404213920356746 
80	 0.4524100875291968	 0.006380839264110233 
96	 0.43292888459113565	 0.0076198062096837485 
112	 0.4164337046142876	 0.008031417940300354 
128	 0.4018055344203105	 0.008539522377179823 
144	 0.38938902609161014	 0.010171348942236681 
160	 0.3797333147098482	 0.009393556370134512 
176	 0.3707141262960116	 0.008839941450426528 
192	 0.36342272248053903	 0.009402910451052147 
208	 0.3578306250937933	 0.009360944054549963 
224	 0.3512885758390308	 0.008927536540056435 
