64	 0.8421289170840174	 0.004690776894069987 
80	 0.8522147316153496	 0.004202178290861302 
96	 0.8593424535576861	 0.004294949102238315 
112	 0.8660818781545556	 0.004584674442870831 
128	 0.8706542973710012	 0.004449404264532876 
144	 0.8756051381430916	 0.0041760591661356376 
160	 0.8791468992619873	 0.0044719804699137776 
176	 0.8827955096738459	 0.004078143380141228 
192	 0.8842758227415218	 0.003958049692389253 
208	 0.8863485679545023	 0.005319422003636666 
224	 0.8889513476788212	 0.004105900465491741 
