64	 0.8225146782350624	 0.0046921374705482174 
80	 0.8358817961978456	 0.004136034125406828 
96	 0.8454426783415251	 0.004707256739982459 
112	 0.8537345286123217	 0.0045749496331558715 
128	 0.8592106367491459	 0.004387435631066739 
144	 0.8652675060102488	 0.003937981822825758 
160	 0.8698675358929958	 0.004622679647521015 
176	 0.8741803109331205	 0.003924224175341483 
192	 0.8762302051073221	 0.003935791194244382 
208	 0.8790915529138422	 0.005276324423068858 
224	 0.8817739750356889	 0.004552556215144732 
240	 0.8848999439323356	 0.004825149305098978 
256	 0.8875852257044332	 0.004048967628467452 
